Sent_id,Ambiguous Sentence
cjp_11419,Prenses bu ara bir kurbağa öpmek istiyormuş.
cxe_76169,Ayşe geziye başka bir ülkeden başlamak istiyor.
coj_78667,Sırasının gelmesini bir bekleme odasında beklemek istiyor hasta.
cld_71171,Sezen başka bir makaleye referans vermek istiyor.
cif_89504,Rüveyda başka bir dizide oynamak istiyor.
csn_32923,Sacit bir hemşirenin şırıngaya yanlış ilaç koyduğundan şüpheleniyor.
cwu_13916,Başka bir ülkeye yerleşmek istiyor Ilgın.
cdx_66155,Miray yorucu bir görevi tamamlamak istiyor.
cos_44230,Bir astronotun verdiği röportaj tüm uzayseverlerde merak uyandırdı.
ckl_97778,"Selin, büşra'nınki gibi bir çanta almak istiyor."
cua_29754,başka bir arabayla yola çıkmak istiyor Turan.
csc_18765,Başka bir esere hayran olmak istiyor Hüma.
cpf_73436,Başka bir yemek yemek istiyor Pınar.
cwz_43458,Hikmet Pelin'inki gibi uzun tırnakları olmasını istiyor.
cxj_97772,Bir marangozla çalışmak istiyor Kaan.
cud_66783,Başka bir Avrupa ülkesini ziyaret etmek istiyor Jülide.
cjd_15806,Kötü deneyimler yaşayan Babür için bile olumlu bir düşünce üretmek mümkündü.
czl_15892,O postacı sıradışı yerlerden mektup alan bir komşumuz ile evlenmek istiyormuş.
cxg_33103,Kilimcinin kör oğlu benzersiz bir operet dinlemek istiyordu.
cek_99606,Nilay başka bir ülkeden ithalat yapmak istiyor.
cla_81279,Meltem'inki gibi bir kitap okumak istiyorum.
ccd_32501,Başka bir okulda daha mutlu olabileceğini düşünüyor Burak.
cxw_93885,Ferit buradaki gibi bir salonda konferans vermek istiyor.
cva_40832,Kağan Urla'daki gibi bir manzaraya bakmak istiyor.
mxn_18010,Naz patronundan bir toplantı talep ediyor.
mtn_29484,"Fatma, selin'inki gibi bir tekne modifiye etmek istiyor."
mfy_45731,Ahmet benimki gibi lüks bir restorana gitmek istiyor.
mnb_75681,Öyle şeyler söylüyorsun ki bilgisi dağları aşmış bir insanın bile sana yetip yetmeyeceğini sorgulayacağım neredeyse.
mun_18486,Hamile bir kediye evini açmak istiyor Nazen.
mac_93524,Utku bir öğrenci ile görüşmek istiyor.
mid_74206,Rüstem şakire'ninki gibi bir arabayla yola çıkmak istiyor.
max_82615,Bir tabağı yıkamak istiyor Ayşe.
mhk_37235,"Mercan denizlerde daha yeni doğmuş, hiçbir şeye alışık olmayan bir bebek olduğunu sanıyormuş."
mbc_77296,Telefondan sipariş verdiği suyun cam bir damacanada gelmesini rica ediyor.
mqd_50741,Günlerdir kıyafetine uygun bir oje arıyor Çağla.
mtk_11848,Hilmican başka bir etkileyici kitaptan alıntı yapmak istiyor.
mjs_32677,Meltem bir kitabı okumayı bitirmek istiyor.
mkk_65779,Rumet bir an önce bir işe başlayıp bu evden taşınmak istiyormuş.
mwe_17980,başka bir mantar panoya asmak istiyor ilanı Yeter.
mqw_36355,Jüri bir yarışmacının hile yaptığını düşünüyor.
mwg_62191,Fazıl evine bir yabancının gelmesini hiç istemiyor.
mmp_29093,Yücel bu konuyu ayşe'nin yazdığı gibi kapsamlı bir kitaptan okumak istiyor.
moi_26895,Hüsnü şuradaki gibi kırmızı bir bisikleti sürmek istiyor.
myk_10046,Jale bir arkadaşının depresyona girdiğini düşünüyor.
mdp_78046,Bana kalırsa Nisa nişanda bir elbise giymeliydi.
mow_25899,başka bir mihmandar ile gezmek istiyor Büyükelçi.
mgw_93419,Büşra topuklu ayakkabılarla rahat yürünebilecek bir yerde dolaşmak istiyor.
mpn_50461,Kenan başka bir lüks restoranda buluşmak istiyor.
mnt_20695,Ufuk başka bir mevzudan bahsetmek istiyor.
mlr_46510,Kaan başka bir işsiz kadını tanımak istiyor.
mry_23207,Her izleyici onun yaptığı bir filmin harika olduğunu düşünüyor.
mvb_15565,Saygın siyah bir şort ile katılmayı düşünüyor kendi düğününe.
msq_92416,Lezzetli bir pastadan yemek istiyor Hürrem.
mak_34866,Nihat başka bir topuklu ayakkabı giymek istiyor.
mco_25637,Hediye şunun giibi yeni model bir dikiş makinesi ile elbise dikmek istiyor.
mjt_36928,Venüs istiyor başka bir masaya oturmak.
mun_48131,başka bir lezzetli yemekten yemek istiyor Turan.
mwo_82935,Zebercet buradaki gibi bir manavdan bir şeyler almak istiyor.
mzn_93586,Kaan bir sporcunun doping yaptığını düşünüyor.
mur_33647,Leyla bir şapkayı başkasına hediye etmek istiyor.
msd_73267,Tevfik başka bir kadından nefret etmek istiyor.
mwi_62455,Fatma bir öğretim üyesi görmek istiyor.
mrd_81076,Hande her gün bir derse katılırsa mezun olabilir.
mxk_63580,bizimki gibi bir eve taşınmak istiyor Reyhan.
mnr_10538,Gamze doğum günü partisine bir şarap alarak gelmemizi mi istedi?
mmd_92700,başka bir uzman doktorla fikir alışverişi yapmak istiyor Tuna.
mvp_95541,Hayatının bir döneminde Moğolistan'da yaşamış olduğunu düşünüyor musun Akif?
mbm_24397,Ablam öğretmenin istediği gibi bir soru kitabı alırsa bu sınavı geçermiş.
mbg_76631,şuradaki gibi yeşil bir bahçeye sahip olmak istiyor Mehmet.
mgl_67940,Sabırsızlandığı için bir trene binip erken gitmeyi arzu ediyor.
mca_42035,Efe başka bir spor ayakkabıyı giymek istiyor.
muw_74834,Ilgın istiyor başka bir tesisatçı çağrımak.
mht_22042,Yeşim tıpkı bunun gibi bir filmde oynamak istiyor.
mcd_10413,ev arkadaşım odasına bir halı almak istiyor.
mmc_14533,Erçin başka bir odada uyumak istiyor.
mfv_18090,okuldaki gibi bir panoya ilan asmak istiyor Hale.
mta_67203,Bir doktoru görmek istiyor kardeşim.
mme_97835,Janset gergin bir ortamdan ayrılmak istiyor.
mvt_98051,Hakan çok acı bir biber yemek istiyordu.
mja_34319,Filiz bir otelde kalmak istiyor.
mgo_30613,başka bir stüdyoda kayıt almak istiyor Serdar.
mol_15388,Salıncakta sallanan her çocuk düşeceğini hissediyor.
mzm_45352,Ozan tanınmış bir yerde staj yapmayı çok önemsiyor.
mqx_18158,Zannederim ki siz de bir aşçının yapacağı yemeğin bir anneninkinden üstün olacağına inanıyorsunuz.
mwi_84660,Bu konuda uzman bir fizikçi ile görüşmek istiyor Meltem.
mfy_84497,Sevinçleriyle üzüntülerini bir heybede toplayıp denize atmayı düşünüyordu Ulrika.
mrm_41608,Başka bir zor konuya aşina olmak istiyor Fatih.
mhr_73689,Emilia İsviçre'den getireceği bir çikolatayı arkadaşına hediye etmeyi düşünüyor.
mkn_31934,Azra buradan bir otobüse binerek evine ulaşabilir.
mlu_46753,Seninki gibi bir çanta çok istiyordum ama bulamadım.
mtd_42218,Nazlı bir mühendisle tanışmayı arzuluyormuş.
mpl_78833,Selim bir reklam ajansında çalışmak istiyor.
mhh_26752,annem balkona bir saksı koymak istiyor.
maq_96733,Miray bir tesisatçı ile öpüşmek istiyor.
mry_49286,Ünzile istiyor başka bir spor araba almak.
mbe_49548,onur'unki gibi rahat bir ayakkabı almak istiyorum.
mfi_55230,"Şeyda, şunun gibi şık bir elbise giymek istiyor."
mat_49972,Emlakçı benimki gibi geniş bir daireyi satmak istiyor.
mfh_90734,Gamze bir doktorla evlenmek istiyor.
mpz_77136,Fahriye yarın bunun gibi büyük bir evi temizlemek istiyor.
mrf_56811,Yağız bir restoranda kutlama yapmak istiyor.
mke_93420,Şükran hayriye'ninki gibi bir daktiloyla yazmak istiyor.
mvz_94340,Belediye başkanı meydana pembe bir çiçek dikmek istiyordu.
mni_62321,Her yiğidin bir yoğurt yiyişi olduğundan şüpheliyim.
mlv_56251,Geriye kalan bir fotoğraf parçası tüm güzel anıların yerini tutabilir mi Perihan merak ediyordu.
mkt_15128,Banu istanbul gibi büyük bir şehirden arsa almak istiyor.
mly_82398,Deniz kitaplarını küçük bir valizde taşımayı uygun buluyor.
mhh_71503,ev arkadaşım mutfağa bir masa koymak istiyor.
mjq_28924,Garanti bir işe başvurmanın daha akıllıca olacağını düşünüyor Berivan.
mlx_76139,Ercan başka bir başarılı albümü satın almak istiyor.
mft_79968,Sevimli bir pandaya bambu yedirmek istiyor Burak.
moe_84816,Leyla önümüzdeki hafta kendisine bir elbise almak istiyor.
mow_85017,Oğuz bir kuyumcudan altın almak istiyormuş.
muh_34503,Nazenin istiyor ki bir öğrencinin yaptığı ödevi her öğrenci model olarak kullansın.
mjo_84406,Bülent benimki gibi bir daktiloda yazı yazmak istiyor.
mxu_42385,Babam bir koltuk takımı almaya niyet ediyor.
mee_32563,Kenan bir kafede oturmak istiyor.
mnp_30551,Eline şiş ve iplik alan herkes ponponlu bir bere örmek istiyor.
mim_53212,Güzel bir söz söylemenin uygun kaçıp kaçmayacağını merak etti Henrik.
mmt_21330,Çiğdem yanında sadece bir hırka götürmek istiyormuş.
mxz_78567,Restorandaki bir masayı Derin ayırtmak istiyor.
mia_17767,Keyifli bir konudan konuşmak istiyor Tijen.
mpl_72751,Tülay'dan bir tantuni almasını istemiş.
miz_87381,Jülide herkesin ikinci bir yabancı dile sahip olmasının istendiğini biliyor mu?
mhy_64863,Mahir buradaki gibi yeni bir binada yaşamak istiyor.
mbr_10821,Nermin'in yazdığı bir mektubu Hakan saklamak istiyor.
mec_51798,bursa'dakiler gibi bir yazlık istiyorum.
mzw_38212,Can işlerini bitirirse bir konsere gitmek istiyor.
mof_23535,kuzenim bu ara bir araba almak istiyor.
mkp_11044,Canan bir üniversitede çalışmak istiyor.
maa_79803,Canan başka bir balo salonunda dans etmek istiyor.
mij_39395,Aybala arkadaşlarının çoğunun yazın şehri terkedeceğini düşünüyor.
msu_74798,Başka bir kağıda resim çizmek istiyor Irmak.
mzl_24109,En iyisi Cemre bu olaydan sonra bir mesaj göndersin ona.
mbb_62858,Çok sıkıldığım için bir arkadaşımla bara gitmek istiyorum.
mrh_18214,Rezzak Türkiye gibi bir ülkeden ithalat yapmak istiyor.
mtr_91114,başka bir ayakkabıyla kombin yapmak istiyor Ceyda.
mhp_41008,Yıldız böyle bir derginin kapağında yer almak istiyor.
med_43419,Elektrikler gidince bir mum yakmak istedi Azra.
mkl_86315,Utku bir şarkı dinlemek istiyor.
mqo_81746,Fikri şuradaki gibi bir makasla ağaçları budamak istiyor.
mxl_39045,Kahvaltı yaparken bir yandan da bir zürafa beslemek istiyorlar.
mvk_17450,Aslında Buğra bu konuda bir makale okusa iyi eder.
mtt_18124,Ayten yaşadıklarını bir terapistle paylaşmak istiyor.
mbt_23456,Zahide istiyor başka bir diploma almak.
swl_48813,Pelin başka bir yüksek okulda okumak istiyor.
sji_20351,arkadaşım bir roman okumak ister.
skl_19794,Ezan okununca eniştem namaz kılmak için bir seccade istedi.
srh_23096,Kenan sevgilisine bir mektup yazmanın romantik olabileceğine inanıyor.
scg_30815,Ezgi boncukları dizerek bir kolye yapabilir.
sou_63772,Kütüphaneden nasıl bir kitap almayı düşünüyor Beyza?
sjl_21328,erdem gibi güçlü bir rakiple karşılaşmak istiyor Yetkin.
ser_63860,Dilara bir sorumluluk alırsa hep yerine getirir mi?
sgl_31146,Bahçıvan buraya bir fidan dikmek ister.
snm_42723,Baran hep bir rapor yazmak zorunda mı?
sci_31871,buraya şık bir poster asmak istiyordu ev arkadaşım.
swq_32223,yaren'inki gibi dayanıklı bir traktör bulmak istiyor Özden.
sie_83833,sarışın kız sana bir soru sormak ister.
szc_27268,Karpuz seçmeyi bilmeyen Tilbe manavdan lezzetli bir karpuz istedi.
sfg_82857,Helin başına gelen bir olayı bile anlatmak istemiyor.
sst_80336,Ali nasıl yeni bir ülkede yaşayacak?
sad_68657,Elif bir arabası olsaydı bu kadar yorulmayacağını düşünüyor.
shf_52441,hakem bir oyuncunun faul yaptığını düşünüyor.
sws_54885,Kedim için bir yaş mama almak istiyorum.
shj_27461,Halide annesininki gibi lüks bir otelde tatil yapmak istiyor.
sns_84482,İnci bir olaydan bahsetmekten çekiniyor.
sow_59428,okuldaki gibi kapsamlı bir kütüphanede çalışmak istiyorum.
sgg_19224,Nergis bir arkadaşına yemek sözü verdi.
sle_38220,Bazı öğrenciler bir sınıfta ders dinlemek istiyor.
sjw_69833,Kuzenim iyi bir üniversitede okumayı arzu ediyor.
sxo_32981,Kardeşim bir arabayı almak istiyor.
skl_16078,Kerem her tabağın sirtaki için uygun olduğunu sanıyor.
sdc_21978,Nermin belki bir komşusunu akşam yemeğine davet edebilir.
spd_47497,İşte bir sorunla karşılaşırsa Defne arkadaşını arar.
shi_55857,kitaptaki gibi zor bir konuya aşina olmak istiyor Öğrenci.
ssi_81912,"Harun, arkadaşınınki gibi hızlı bir araba sürmek istiyor."
swc_75168,Şuayip zor bir sorudan başlamak istiyor.
syu_53537,Pelin her müzisyenin okullu olduğunu düşünüyor.
sfe_85411,Yelda başka bir adamla birlikte vakit geçirmek istiyor.
sot_61309,Feriha istiyor başka bir prestijli üniversitede okumak.
scy_43512,Jale yaren gibi güvenilir bir arkadaşına sırlarını açmak istiyor.
slq_37268,Bir kitapçı ile muhabbet etmek istiyor Benan.
smp_62063,Naz başka bir yakın arkadaşıyla birlikte yaşamak istiyor.
srr_95265,Bu işi tamamlarsa bir kulüpte parti vermek istiyor Berrin.
shq_84410,başka bir geniş evde yaşamak istiyor Cansu.
smo_86429,Reyhan başka bir tarihi roman yazmak istiyor.
sdz_36369,Berkay ile anlaşamadığı için kiralık bir eve taşınmak istiyor Didem.
suj_42789,Mete kızıl saçlı bir kadın ile evleneceğine inanıyor.
smy_18265,Sevgilisi için Anıl güzel bir yemek hazırlamak istiyormuş.
sqt_38989,Sude bir çantayı dolaba koymak istiyor.
sjm_34762,başka bir insanla oturmak istiyor Jülide.
sog_48543,Asena denize bakan bir masaya oturmak istiyor.
shj_52847,otobüse buradaki gibi merkezi bir duraktan binmek istiyor Mahmut.
sjk_76394,mağazadakiler gibi kırmızı bir domates arıyor Şef.
sze_24499,Doktoru cilt kanserinden korunması için bir güneş kremi almasını istemiş.
sbp_19804,Yağız başka bir öğrenciyi görmek istiyor.
soh_12642,koridora bir ayna asmak istiyor Selim.
sfw_74945,Şeyda bir kitabı bitirmek için saatler harcamamayı diliyor.
spv_43065,Günlerini bir sahil kasabasında geçirmek istiyor Pelin.
shd_64172,Her şeyden bıkmış görünen Melis artık bir sahil kasabasına yerleşmek istiyor.
sma_96579,Halil istiyor bir şarkıcı ile buluşmak.
sbd_61737,Fırat yeni açılmış bir kursta yelken eğitimi almayı düşünüyor.
smd_21809,Buse başka bir hikayeyi dinlemek istiyor.
sar_78942,Bir çiçeğe bakmanın çok iyi hissettirdiğini düşünüyor Gökçe.
srv_83414,Nilay başka bir lüks restorana haber vermek istiyor.
sby_81206,Duygu hastalanırsa yakınlarda bir eczane bulamayacağını düşünüyor.
sda_44149,Yurdanur behice gibi zeki bir menajerle işbirliği yapmak istiyor.
sps_50905,Soner bu notaları gül ağacından yapılmış eski bir gitardan duymak istiyor.
sak_56356,başka bir cesur adamdan para isteyecek Tarık.
sge_33540,Buse bir şirkette hissedar olmak istiyor.
saj_55808,Çamaşırlarını sermeye üşenen Mert ekonomik bir kurutma makinesi istiyor.
smn_21354,Bade başka bir şarkıyı söylemek istiyor.
stt_54525,Ceyda bir bardağın kırıldığını düşünüyor.
skj_72946,Tolga bir mesaj ile benim moralimi bozabileceğini düşünüyor.
sdx_12719,Bu proje için bir inşaat mühendisi ile anlaşmak istiyor Nezahat.
shg_41780,bizim bahçedeki gibi canlı ağaçları görmek istiyor Yurdakul.
svq_40257,Ziynet başka bir organik pazardan sebze almak istiyor.
syy_80173,Eskisi gibi kullanışlı bir uygulama hazırlamak istiyordu.
sfc_33329,Kedi bir oyuncak ister.
svx_70447,Babam eve gelirken bir sigara almasını istedi kardeşimden.
sbi_76069,senin elindeki gibi kırmızı bir domatesi ısırmak istiyor Hülya.
sqf_99385,Çağla isterse bir meyve suyu içebilirmiş.
srg_37351,Bir muhtarla tartışmak istiyor Niyazi.
sap_61397,Ali bir film izlemek istiyor.
scc_89386,Murat İstanbul'dan bir ev almayı çok istiyor.
sfo_32435,Bu konuyu bir kitaptan öğrenmek istiyor Muhterem.
smi_44495,Cildi çok kuru olan Nazan bir nemlendirici satın almak istiyor.
sgh_55842,Gürkan kapıyı hikayelerdeki gibi altın bir anahtarla açmak istiyor.
sqv_26068,Mükerrem ile konuşan herkes kendisini mutlu bir prenses sanabilir.
spd_95763,Zümran istiyor başka bir yerel gazeteye ilan vermek.
sgu_60294,Kardeşime özel bir öğretmen tutup keman dersleri aldıracaklar.
sqm_82814,Eğer yeterince çabalarsa Derin onu bir televizyon alma konusunda ikna edebilir.
sem_45772,Hakan bir dershaneye yazılmak istiyor.
sun_52044,filiz gibi uzman bir doktora görünmek istiyor Gülsüm.
sjw_92657,başka bir hastayla ilgilenmek istiyor Doktor.
sir_77983,Neslihan yarın bir dizi izlemek istiyor.
seo_33673,Kaan başka bir kırmızı dosya istiyor.
siz_35865,Serra başka bir odayı süpürmek istiyor.
sbr_93780,Akif can sıkan bir soruna çözüm bulmak istiyor.
sow_54040,Konudan rahatsız olan herkes bu konuda yeni bir kanun düzenlenmesini istiyor.
sun_74139,Kenan bir sınava girdiğinde sakin olmalı.
swz_13608,Müşteri bir tatlı yemek ister.
sto_85301,Miray bir oyun almayı kesinlikle ister.
shb_31303,Dudu başka bir yakışıklı adama aşık olmak istiyor.
swx_10071,Uygar sıkıcı bir şehirden taşınmak istiyor.
sai_46655,Bir yardım alabilirse Deniz daha mutlu olacak.
srb_78514,Ünsal her yere bir fidan dikmek istiyor.
svt_47761,Çiçek başka bir arkadaş edinmek istiyor.
shs_76245,Oğluna yeni bir ayakkabı almayı hayal ediyormuş.
sul_37538,senin gibi kibar bir arkadaşından yardım isteyecek Narin.
sng_77497,Ilgın başka bir havalimanından kalkan uçuşa bilet almak istiyor.
suv_95281,Orkun resimlerinin bir hikaye anlattığını düşünüyor.
sse_54303,Eski evindeki gibi bir yatak almak istiyor Sadık.
sun_39526,Aysima bir parfüm koklamak istiyor.
sug_57164,Aslı alanında uzman bir doktora fikir danışmak istiyor.
swh_69159,Şakir az önce konuştuğumuz gibi hassas bir konudan bahsetmek istiyor.
suq_84940,seninki gibi şık bir ofiste çalışmak istiyor Leyla.
sll_27642,Gece bir böcek görürse Fırat çok korkar.
sdu_36998,Portekizli oğlan özel bir hediye almak istiyordu sevgilisine.
sax_66223,Venüs bir kediyi görmek istiyor.
acz_68346,Ayşe bahçede bir köpek beslemek istiyordu.
ahb_46588,"Ayşe, bir çocuk evlat edinmek istiyordu."
ant_13756,Selim bir kamyonet almak istiyordu.
aoe_21703,Filiz geçen sene bir yazlık almak istiyordu.
aau_50792,mutfağa bir sandalye koymak istiyordu.
aue_87733,dün Leyla salonun duvarına bir tablo asmak istiyordu.
ael_84285,İlke uzun bir kitabı bitirmek istiyor.
aqs_28248,Miray yorucu bir görevi tamamlamak istiyor.
auy_22345,Suat bir doktora görünmek istiyor.
aci_47588,Bener bir öğretmene soru sormak istiyor.
alw_10116,Bir uzmana danışmak istiyor Yaren.
abw_77697,Bir çiçeğe su vermek istiyor küçük çocuk.
atd_52283,Şeyma sessiz bir odada çalışmak istiyor.
ayy_96551,Janset gergin bir ortamdan ayrılmak istiyor.
anf_92247,Konuşkan biriyle hasbihal etmek istiyor Nazan.
ajh_80551,Pelin başka bir yüksek okulda okumak istiyor.
arw_83080,Ufuk başka bir mevzudan bahsetmek istiyor.
agz_63322,Tijen restorandaki gibi bir tatlıyı yemek istiyor.
aca_92168,Kardeşime özel bir öğretmen tutup keman dersleri aldıracaklar.
abk_85389,Para biriktirdikten sonra kardeşim bir araba almak istiyor.
ccv_36925,Gözde bir çiçeği sulamak istiyor.
cpj_27309,İlke uzun bir kitabı bitirmek istiyor.
chy_89394,Başka bir yemek yemek istiyor Pınar.
cob_71233,Helin başka bir denizden balık tutmak istiyor.
ctd_72009,Ufuk başka bir mevzudan bahsetmek istiyor.
czd_93480,Berke istiyor başka bir dosyayla ilgilenmek.
cix_86394,Ahmet benimki gibi lüks bir restorana gitmek istiyor.
coa_74678,Jale yaren gibi güvenilir bir arkadaşına sırlarını açmak istiyor.
cxl_44412,Ferit buradaki gibi bir salonda konferans vermek istiyor.
cnv_28063,Yaren alışveriş merkezindeki gibi bir sinemada film izlemek istiyor.
cpa_25537,Asude hikmet gibi bir tesisatçıyla öpüşmek istiyor.
csi_73759,Rüstem şakire'ninki gibi bir arabayla yola çıkmak istiyor.
cyw_83227,bir öğrenci her öğretmeni aradı.
cqs_80061,bir bahçıvan her ağacı budadı.
czb_94211,Büşra bir pandayı görmek istiyor.
cot_57346,Fırıncı bir dilim ekmeği kızartmak istiyor.
csb_18307,"Büşra, o yokken odasına birinin girdiğinden şüpheleniyor."
crg_31328,Bir sıvacının işini herkesten iyi yaptığını Gönül düşünüyor.
ccn_71540,Bremen'deki mızıkacı bir mızıkanın kaç lira olduğundan bile habersiz.
czg_63242,Bir ekmeğin kaç lira olduğunu Recep uzun zamandır sorgulamamıştı.
mqj_94953,"Bir kişinin yaptığı işi herkes beğenecek diye bir kural yok, dedi Yusuf."
miw_30609,Polisten aldığın evrakları dolabımdaki bir çekmeceye koymanı emretmiştim.
mvr_77243,Sunay köpeğini yürütmek için onu bir parka götürmek istiyor.
mwv_83692,Ders çalışırken dinlemek için bir şarkı açmak istiyormuş Buse.
mkw_50924,Ozan okuduğu bölümü bırakıp başka bir bölüme geçmeyi planlıyormuş.
mpq_97753,Nermin bir bardak altlığı almak istiyor.
mbw_49770,Uzun ve sıkıcı bir mektup almak isteyen herkes insan kaynaklarına yazabilir.
mrs_45445,Yelda kendisine yapılan ışıltılı sürprizi bir arkadaşına anlatmak için sabırsızlanıyor.
mec_32608,Öğrenci ödevini yapar. 
mdh_89584,Fatma bir öğretim üyesi görmek istiyor.
mea_73618,Bir ağaçtan meyve toplamak istiyor Tahsin.
mra_63853,Hilmican başka bir etkileyici kitaptan alıntı yapmak istiyor.
mqd_17874,Polis çoğu tutuklunun gerçekten suçlu olduğundan şüpheleniyor.
mjo_62328,Başka bir Avrupa ülkesini ziyaret etmek istiyor Jülide.
mfh_32045,Sezen başka bir makaleye referans vermek istiyor.
mwo_18064,Asude bir köpeği sahiplenmek istiyor.
mww_18496,Dernekte bir casus olmasından şüpheleniyorlar.
mjz_59729,Hüsnü şuradaki gibi kırmızı bir bisikleti sürmek istiyor.
miv_45763,Venüs istiyor başka bir masaya oturmak.
muv_74354,Orkun benimki gibi bir okula gitmek istiyor.
sxv_46408,sarışın kız sana bir soru sormak ister.
ssk_33105,Bahçıvan buraya bir fidan dikmek ister.
sdg_89361,koridora bir ayna asmak istiyor Selim.
sra_62100,Portekizli oğlan özel bir hediye almak istiyordu sevgilisine.
snh_48294,Venüs bir kediyi görmek istiyor.
sxn_43580,Kardeşim bir arabayı almak istiyor.
sug_45347,Aslı alanında uzman bir doktora fikir danışmak istiyor.
syu_78332,Sevimli bir pandaya bambu yedirmek istiyor Burak.
ses_93783,Serra başka bir odayı süpürmek istiyor.
sjx_92212,Kaan başka bir işsiz kadını tanımak istiyor.
syq_44869,Ege istiyor başka bir okula gitmek.
sea_62944,Venüs istiyor başka bir masaya oturmak.
swo_56994,Janset başka bir konudan bahsetmek istiyor.
sze_20884,başka bir şehirden ev almak istiyor Yaren.
snn_85347,Yaren alışveriş merkezindeki gibi bir sinemada film izlemek istiyor.
sdk_71922,Yıldız böyle bir derginin kapağında yer almak istiyor.
snd_25783,Mahir buradaki gibi yeni bir binada yaşamak istiyor.
svp_16039,Can bir seramik kursuna gitmeyi düşünüyor.
svp_25996,Nur hediyelik eşya dükkanından bir bileklik almak istiyor.
sxd_89669,Cenk bir araba satın alırsa mutlu olacağını düşünüyor.
azj_30338,Deniz'in konuşmak isterse hemen kesinlikle öğreneceği bir dil var.
ajf_11161,Ayşe'nin gitmek istediği yer bir otel.
ant_85179,Gönül'ün işini herkesten iyi yaptığını düşündüğü belli bir sıvacı var.
ajt_18626,Ali'nin sana yardımcı olacağını düşündüğü bir kitap var.
aqq_71520,Belirli bir okul var Melahat'in mezun olmak istediği.
avt_13877,Kerem'in bakmak istediği başka bir manzara var.
axt_77742,Pelin'in görmek istediği kişi uzman bir doktor.
asv_20674,Tecrübeli bir reklamcı Ayşe'nin çalışmak istediği kişinin mesleği.
acu_61986,Ajanstakilerin bulunmak istediği öneri seninki gibi.
adl_33971,Belma'nın yalnız çıkmak istediği bir vapur yolculuğu mevcut.
aos_83032,Mehmet'in bakmak istediği özel bir müşteri var.
aku_45495,Bir sebze yemeğinden yemek istiyor Ceylan aynı senin yaptığın gibi olan.
ana_46535,Abidin'in çizmek istediği başka bir resim var.
azd_84652,Müjdat'ın çalışmak istediği başka bir şirket var.
agg_34227,Elif geçirirse kimsenin ona büyük ihtimalle ulaşamayacağı türden bir kaza var.
azb_34846,Recep'in uzun zamandır kaç lira olduğunu sorgulamamış olduğu bir ekmek var. 
avj_44835,Seda'nın gelecekte satın almasının zorunlu olduğunu düşündüğü bir ev var.
aem_11816,Süreyya'nın katılması gerektiğini söylediği bir tekne gezisi var.
aqy_35222,Asude'nin konuşmak istediği konu bunun gibi.
agi_48414,Kendine arkadaş edinmek istediği yeni bir kişi var Yağız'ın. 
abk_68563,Cenk'in satın alırsa mutlu olacağını düşündüğü bir araba var.
abv_47124,Ali kuyumcuya girenin bir hırsız olduğunu mu iddia ediyor?
aot_41736,Ev arkadaşımın bakmak istediği bir kedi var.
aru_81480,Gülsüm'ün almak istediği yazlık deniz görüyormuş.
ari_38856,Şuradaki gibi olan bir ev almak istediğim.
atc_98716,Yiğit'in bastırmak istediği başka bir fotoğraf var.
any_89291,Bener'in yer almak istediği fotoğraf buradaki gibi.
aqk_49028,Ona yardımcı olur diye okumasını önerdiğim şey bir kitap.
ach_76410,Hakan'ın uğramak istediği bir arkadaşı var.
aaf_58531,Batu'nun alıntı yapmak istediği kitap Buğra'nınki gibi.
azv_41030,Filiz'in almak istediği araba kırmızı.
atl_44800,Kenan'ın yola çıkmak istediği şoför yorgun.
ame_93366,Aklındaki arabayı kardeşim para biriktirdikten sonra almak istiyor.
azn_60445,Abraham akşam için pişirilen kurabiyenin kaç derecede pişirildiğini bilmiyordu.
auu_99669,Annemler'in tatilde kiralamak istediği bir yat var.
ans_51552,Süheyla'nın yemek istediği tatlı restoranda servis ediliyor.
ako_22126,Leyla'nın konuşmak istediği konu şu an konuşulan konudan farklı.
amk_47516,Her katılımcının oturmak gerektiğini düşündüğü masa aynı.
aee_79304,Uygar'ın dövüşmek istediği adam başka.
aml_64781,Pelin'in kırmak istediği bir bardak var.
aql_39346,Özlem'in bu soruyu çözebileceğini düşündüğü kişi bir öğrenci.
avb_19348,Eda'nın kahvaltıda yerse hemen acıkacağı şey sadece yumurta.
abd_43807,Oğuz'un okulu bırakıp girmek istediği belli bir iş var.
alc_13417,Selin'in davet etmeyi düşündüğü bir arkadaşı var.
aro_31774,Şeyma'nın en kısa zamanda öpmek istediği kişi kızıl saçlı bir kız.
aag_67930,Gaddar adamın sökmeyi arzuladığı belli bir fidan vardı.
axq_34473,Yaren'in grupta olduğunu düşündüğü bir ajan var.
apl_42219,Büşra'nın ondan hoşlandığını düşündüğü bir arkadaşı var.
aak_65571,En yakın arkadaşımın almak istediği belli bir arabayı en kısa zamanda almak.
aae_51073,Barış'ın yoğun olan haftasonundan sonra istediği dinlenmek.
all_78903,Mehmet'in çalışmak istediği mühendis onun gibi.
aji_85671,Canan'ın mezun olmak istediği okul başka.
abo_89968,Özel bir ev var Güzide'nin almak istediği bundan başka.
aos_35436,Aysu'nun uyumak istediği hamak şunun gibi.
aqo_70553,Ozan'ın okuduğu bölümü bırakıp geçmeyi planladığı başka bir bölüm var.
amo_17736,Zülfikar'ın görüşmek istediği uzman başka.
