Sent_id,Ambiguous Sentence,Sent_id,De Re Paraphrase (Unique Entity) ,RJ,Sent_id,De Dicto Paraphrase,DJ,,,,
aeu_81993,Müge başka bir konukla röportaj yapmak istiyor.,alu_76825,Müge'nin röportaj yapmak istediği başka bir konuk var.,,acq_42540,Müge herhangi başka bir konukla röportaj yapmak istiyor.,,,,,1
byf_30239,Şermin bir eteğin üstüne o gömleğin olmayacağından emindi.,bfc_62096,Şermin'in o eteğin üstüne olmayacağına emin olduğu bir etek var.,,byx_92891,Şermin o gömleğin üstüne herhangi bir eteğin olmayacağından emindi.,,,,,1
bsv_92323,Annesini yarı yolda bırakan bir hemşirenin mesleğinde başarılı olamayacağına inanmıştı Nino.,boe_19454,"Nino'nun mesleğinde başarılı olmayacağına inandığı hemşire, annesini yarı yolda bırakan hemşire.",,bhb_25285,Nino inanmıştı ki annesini yarı yolda bırakan hiçbir hemşire mesleğinde başarılı olamaz.,,,,,1
biz_24088,Hiç kimsenin korkutmayı başaramadığı sihirbaz şimdi bir kaşıktan korkuyordu.,bpo_51530,Hiçkimsenin korkutmayı başaramadığı sihirbazın korktuğu bir kaşık var.,,bob_59011,Hiç kimsenin korkutmayı başaramadığı sihirbaz şimdi herhangi bir kaşıktan korkuyordu.,,,,,0
boc_57011,Bir ata atlayıp uçsuz bucaksız dağları aşmayı ummuştu Köroğlu.,bgn_72842,Köroğlu'nun üzerine atlayıp uçsuz bucaksız dağları aşmayı umduğu şey bir at.,,bmz_58932,Köroğlu herhangi bir ata atlayıp uçsuz bucaksız dağları aşmayı ummuştu.,,,,,1
bkc_58381,Feride bir taşın altına saklanan yılanın birden başını çıkarmasından endişeleniyordu.,bcq_51158,Feride'nin başını çıkarmasından endişelendiği şey bir taşın altına saklanan yılandı.,,bbm_43236,Feride taş altına saklanan yılanın birden başını çıkarmasından korkuyordu.,,,,,1
byl_48843,Bir mektup aldıktan sonra saatlerce kendine gelemeyeceğini sanmıştı Dündar.,bkx_38003,Dündar'ın saatlerce kendine gelemeyeceğini sanmasına sebep olan şey bir mektup.,,bnr_44512,Dündar mektup aldıktan sonra saatlerce kendine gelemez sanmıştı.,,,,,1
bxf_61773,Vedat sanıyordu ki tüm yemekleri denese bile bir tanesini hiçbiri geçemez.,bqa_19391,Vedat'ın denediği bir yemek var ve diğer tüm yemekleri denese bile hiçbirinin o yemeği geçemeyeceğini düşünüyor.,,bro_31812,Vedat tüm yemekleri denese de onların herhangi bir yemeği geçemeyeceğini sanıyordu.,,,,,0
btn_15541,Naciye bir kelebeğin gelip eteğine konacağını ummuştu.,bup_59164,Naciye'nin eteğine konacağını umduğu bir kelebek var.,,bla_23451,Naciye eteğine gelip konacak şeyin kelebek olacağını ummuştu.,,,,,1
bxd_79906,"Bir piyadenin kendisini yaralayacağından korkmuyordu Cankat, kendisi birini yaralamaktan korkuyordu.",bhh_96076,Cankat'ın kendisini yaralayacağından korktuğu belli bir piyade yok.,,bzd_33872,"Cankat kendisini yaralayacak kişinin bir piyade olacağından değil, kendisi olacağından korkuyordu.",,,,,0
bha_74138,Mikaela bir elmanın ağaçtan düşeceğini biliyor.,bhf_39486,"Mikaela, belli bir elmanın ağaçtan düşeceğini biliyor.",,beu_16868,Mikaela ağaçtan düşecek şeyin bir elma olacağını biliyor.,,,,,1
brd_26992,"Bir kişinin yaptığı işi herkes beğenecek diye bir kural yok, dedi Yusuf.",bem_34642,Yusuf'un dediğine göre herkesin beğenmek zorunda olmadığı işi yapan biri var.,,brd_53237,Yusuf dedi ki yaptığı iş herkes tarafından beğenilecek biri var diye bir kural yok.,,,,,0
bbb_50746,Polisten aldığın evrakları dolabımdaki bir çekmeceye koymanı emretmiştim.,bue_72587,Polisten aldığın evrakları koymanı emrettiğim yer dolabımdaki bir çekmece.,,byv_29387,Polisten aldığın evrakları dolabımda koyacağın yerin bir çekmece olmasını emretmiştim.,,,,,1
bwt_85141,Anıl sessiz bir ortamda çalışmak istiyorsa bir kütüphaneye gitmeli.,bee_51763,Anıl sessiz bir ortamda çalışmak istiyorsa gitmesi gereken belli bir yer var: Kütüphane. ,,bru_99697,Anıl herhangi bir kütüphaneye gitmeli eğer sessiz bir ortamda çalışmak istiyorsa. ,,,,,1
bhg_31939,Furkan’ın bir plan yaptığını düşünüyor musun?,blo_27136,Furkan'ın yaptığı bir plan olduğunu düşünüyor musun?,,bgv_26092,Furkan tarafından bir plan yapıldığını düşünüyor musun?,,,,,1
bfj_34674,Beyza müzik kulübüne bir üye alınacağını söyledi.,bbk_82587,Beyza müzik kulübüne alınacak bir üyenin olduğunu söyledi.,,bil_74424,Beyza müzik kulübünün bir üye alacağını söyledi.,,,,,1
bld_66075,Berk her gün bir antremana katılmalı.,bfs_95333,Bir antrenman var ve Berk her gün ona katılmalı.,,bjt_84844,Berk her gün antrenman yapmalı.,,,,,1
bgd_32070,Şeyma bu sene bir belgesel çekerse ünlü olacağına inanıyor.,bdq_23452,Şeyma bu sene bir belgeseli çekerse ünlü olacağına inanıyor.,,bsi_29964,Şeyma bu sene çekeceği şey bir belgesel olursa ünlü olacağına inanıyor.,,,,,1
bmg_74973,Can bir seramik kursuna gitmeyi düşünüyor.,bmt_76654,Can'ın gitmek istediği bir seramik kursu var.,,bcw_48313,Can seramik kursuna gitmeyi düşünüyor.,,,,,1
bwu_90507,Burak eski kitaplarla ilgileniyorsa bir sahafçıya gidebilir.,bdr_25789,Burak eski kitaplarla ilgileniyorsa spesifik bir sahafçıya gidebilir. ,,brz_90747,Burak eski kitaplarla ilgileniyorsa sahafçıya gidebilir.,,,,,1
bhs_32283,Hakan iyi tenis oynamak için bir ders almalı mı?,biq_84983,İyi tenis oynamak için Hakan'ın alması gereken bir ders var mı?,,bbt_31864,Hakan iyi tenis oynamak için ders almalı mı?,,,,,1
brj_54052,Yeşim bir gösteriye davet alırsa katılmayı düşünüyor.,bki_14552,"Yeşim'in aklında bir gösteri var, eğer davet alırsa katılmayı düşünüyor.",,bnn_29602,Yeşim davet aldığı takdirde bir gösteriye katılmayı düşünüyor ama aklında özel bir gösteri yok.,,,,,1
bcn_52861,Arzu bir iş ortağı bulmanın zor olduğuna inanıyor.,bzu_53219,"Bir iş ortağını bulmak, Arzu'nun inancına göre zor.",,bes_98446,Arzu zor olan şeyin iş ortağı bulmak olduğuna inanıyor.,,,,,1
bhk_26069,Oya bir müzik aleti çalmanın büyük ihtimalle onu zorlayacağını söylüyor.,boo_80350,Oya'nın söylediğine göre çalmanın onu büyük ihtimalle yoracağı bir müzik aleti var.,,bco_27239,Oya onu zorlayacak şeyin büyük ihtimalle müzik aleti çalmak olduğunu söylüyor.,,,,,1
byz_59170,Yanlış bir numarayı ararsa Emre çok panikler.,bcd_92585,Emre'nin ararsa çok paniklediği bir yanlış numara var.,,bsm_92466,Emre yanlış numara ararsa çok panikler.,,,,,1
bdu_60155,Bir şans yakalarsa ilk fırsatta Aysun yeni bir eve taşınmak istiyor.,beu_66399,Bir şans yakalarsa Aysun'un taşınmak istediği yer bir ev.,,boo_99689,Aysun ilk fırsatta yeni eve taşınmak istiyor eğer bir şans yakalarsa.,,,,,1
bcz_94778,Semra bir resim yaparsa harika olacağına inanıyor.,bft_64811,Bir resim var ki Serra onu yaparsa harika olacağına inanıyor.,,bmo_80291,Serra resim yaparsa harika olacağına inanıyor.,,,,,1
bmh_76393,Cenk bir ağrı kesici alırsa büyük ihtimalle baş ağrısı geçebilir.,bus_42665,Cenk'in baş ağrısı büyük ihtimalle spesifik bir ağrı kesiciyi alırsa geçebilir.,,bie_39519,Cenk ağrı kesici alırsa büyük ihtimalle baş ağrısı geçebilir.,,,,,1
bzk_68836,Orkun belki şehir dışında bir kulübe inşa ederse mutlu olabilir.,byj_83604,Orkun'un şehir dışında inşa ederse belki mutlu olabileceği şey bir kulübedir.,,brl_97855,Orkun şehir dışında kulübe inşa ederse mutlu olabilir.,,,,,1
bvg_49553,Yeliz bu kıyafet için nereden bir çanta almalı?,bua_82578,Yeliz'in bu kıyafet için alabileceği belli bir çanta var. Onu nereden alabilir?,,bfc_17063,Yeliz bu kıyafet için nereden çanta almalı?,,,,,1
blv_59597,Özge annesiyle bir film izlemeye söz verdi.,bkk_31818,Özge'nin annesiyle izlemeye söz verdiği şey bir film.,,brq_65511,Özge annesiyle film izlemeye söz verdi.,,,,,1
boz_73368,Lale her hafta bir roman okumak istiyor.,bmh_97044,Lale'nin her hafta okumak istediği şey bir roman.,,bpe_58182,Lale her hafta rastgele bir roman okumak istiyor.,,,,,1
btu_74063,Zeynep bir bilgisayarda çalışırsa işini çok hızlı halleder.,bxa_60054,Zeynep'in işini çok hızlı halletmesinin koşulu belli bir bilgisaarda çalışması.,,bnp_27673,Zeynep'in çalışacağı şey bilgisayar olursa işini çok hızlı halleder.,,,,,1
bxg_33592,Nermin bir bardak altlığı almak istiyor.,bmy_97694,Nermin'in almak istediği bir bardak altlığı var.,,bnn_88735,Nermin bardak altlığı almak istiyor.,,,,,1
bmt_86643,Uzun ve sıkıcı bir mektup almak isteyen herkes insan kaynaklarına yazabilir.,bub_62341,Herkes insan kaynaklarına yazabilir eğer almak istedikleri uzun ve sıkıcı bir mektup ise.,,bsz_29134,Uzun ve sıkıcı herhangi bir mektup almak isteyen herkes insan kaynaklarına yazabilir.,,,,,1
bhe_93384,Yelda kendisine yapılan ışıltılı sürprizi bir arkadaşına anlatmak için sabırsızlanıyor.,btr_43572,Yelda'ya yapılan ışıltılı bir sürpriz var ve onu anlatmak için sabırsızlandığı kişi bir arkadaşı.,,bre_84871,Yelda'ya yapılan bir sürpriz var ve onu herhangi bir arkadaşına anlatmak için sabırsızlanıyor.,,,,,1
bmi_99544,Ferhunde bir tabak kısır yemek istiyor.,bkz_49333,Ferhunde bir tabaktaki yemeği yemek istiyor ve o yemek kısır.,,bxr_76077,Ferhunde bir tabak yiyeceği şeyin kısır olmasını istiyor.,,,,,1
bhl_87611,Cem bir kafede garsonluk yapmak istiyor.,bgf_97526,Cem'in garsonluk yapmak istediği işletme bir restoran.,,bbv_85843,Cem garsonluk yapacağı yerin bir cafe olmasını istiyor.,,,,,1
bmz_86138,Tambur çalmayı öğrenmek isteyen öğrenciler yetenekli bir öğretmen arıyor.,bel_52295,Tambur çalmayı öğrenmek isteyen öğrencilerin aradığı yetenekli kişinin mesleği öğretmenlik.,,bdj_48274,Tambur çalmayı öğrenmek isteyen öğrenciler yetenekli öğretmen arayışında.,,,,,1
bxf_79384,Teleferik kabininden düşen talihsiz gencin acilen bir hastaneye gitmesi gerekiyor.,bqj_76619,Teleferik kabininden düşen talihsiz gencin acilen gitmesi gereken bir hastane var.,,bgo_55896,Teleferik kabininden düşen gencin acilen götürülmesi gereken yer bir hastane olmalı.,,,,,1
btg_70143,Taksiye binip gideceği yere ulaşmayı başarabilen şaşkın İstanbul sakini bir kutlama yapmak istiyor.,bub_54500,Taksiye binip gideceği yere ulaşmayı başarabilen şaşkın İstanbul sakininin yapmak istediği organizasyon bir kutlamadır.,,bga_72759,Taksiye binip gideceği yere ulaşmayı başarabilen şaşkın İstanbul sakini yapacağı şeyin bir kutlama olmasını istiyor.,,,,,1
bbb_82849,Bir satranç turnuvası kazanan öğrenciye madalya verildi.,boh_72036,Madalya verilen öğrencinin kazandığı yarışma bir satranç turnuvasıdır.,,blw_10064,Madalya verilen öğrencinin kazandığı şey herhangi bir satranç turnuvası.,,,,,0
bjf_26443,Zerrin'den kısa bir konuşma yapmasını istediler.,bpo_99601,"Zerrin'den yapmasını istedikleri konuşma, kısa bir konuşma.",,bho_41400,Zerrin'in kısa konuşma yapması istendi.,,,,,1
bcv_67636,Fatoş kendisine kırmızı ve parlak bir elma veren yaşlı kadına gülümseyerek teşekkür etti.,bdv_89683,"Fatoş'un gülümseyerek teşekkür ettiği yaşlı kadın, kendisine kırmızı ve parlak elmayı veren yaşlı kadın.",,bgi_93800,Fatoş'un gülümseyerek teşekkür ettiği yaşlı kadın ona kırmızı ve parlak herhangi bir elma verdi.,,,,,1
bvt_45633,Cumartesi gecesini kalabalık bir barda geçirmek istiyordu Doruk.,bhw_18751,Doruk'un cumartesi gecesini geçirmek istediği bar kalabalık.,,boo_48357,Doruk cumartesi gecesini geçireceği barın kalabalık olmasını istiyor.,,,,,1
bte_77387,Doktoru bir tahlil yaptırmasının iyi olacağını düşünüyor.,bwq_14103,Doktoru bir tahlili yaptırmasının iyi olacağını düşünüyor.,,bln_75794,Doktoru tahlil yaptırırsa iyi olacağını düşünüyor.,,,,,1
bli_23702,Evlilik hazırlığındaki Esra dans etmeyi deneyimli bir dansözden öğrenmek istiyor.,brn_84439,Evlilik hazırlığındaki Esra dans etmeyi deneyimli birinden öğrenecek ve bu kişi bir dansöz.,,bez_43139,Evlilik hazırlığındaki Esra dans etmeyi öğreneceği dansözün deneyimli olmasını istiyor.,,,,,1
bpq_63749,Leyla kurabiye dolgusu yapmak için bir kavanoz böğürtlen marmelatı istiyor.,bfn_34060,"Leyla'nın kurabiye dolgusu yapmak için istediği şey, bir kavanoz böğürtlen marmelatı.",,bzc_86852,Leyla'nın kurabiye dolgusu yapmak için kullanacağı marmelatın böğürtlen olmasını istiyor.,,,,,1
bzm_96874,Komite her katılımcının hile yaptığını düşünüyor.,bij_82974,Komite katılımcıların tamamının hile yaptığını düşünüyor.,,bfy_49896,Komite hilenin her katılımcı tarafından yapıldığını düşünüyor.,,,,,0
bpx_75201,Hakim her tutuklunun suçlu olduğunu düşünüyor.,bok_30522,Hakim tutukluların tamamının suçlu olduğunu düşünüyor.,,byd_71242,Hakim tutuklu olan suçludur diye düşünüyor.,,,,,1
bll_96797,Buse her çiçeğin gül olduğunu düşünüyor.,blt_77968,Buse çiçeklerin tümünün gül olduğunu düşünüyor.,,bmf_82988,Buse çiçek olan güldür diye düşünüyor.,,,,,1
bef_47489,Lale çoğu politikacının yalancı olduğunu düşünüyor.,bmg_51532,Lale politikacıların tamamının yalancı olduğunu düşünüyor.,,bdu_90282,Lale politikacı olan yalancıdır diye düşünüyor.,,,,,0
bin_91612,Polis çoğu tutuklunun gerçekten suçlu olduğundan şüpheleniyor.,bmy_32173,Polis'in şüphelerine göre tutukluların çoğu gerçekten suçlu. ,,bhd_21282,Polis tutuklu olan yüksek ihtimalle gerçekten suçludur diye düşünüyor.,,,,,0
bgq_55561,Berke çoğu öğrencinin çok zeki olduğundan şüpheleniyor.,bwy_26029,Berke'nin şüphelerine göre öğrencilerin çoğu zeki.,,bzh_94737,Berke şüpheleniyor ki öğrenci olan çoğunlukla zekidir.,,,,,0
bae_43693,Öğretmen çoğu öğrencinin kopya çektiğinden şüpheleniyor.,brx_90403,Öğretmen şüpheleniyor ki öğrencilerin çoğu kopya çekti.,,bvu_43221,Öğretmen şüpheleniyor ki öğrenci olan çoğunlukla kopya çeker.,,,,,0
bjp_34925,çoğu güvenlik görevlisi bir misafirin davetsiz olduğunu düşünüyor.,bdy_18370,Çoğu güvenlik görevlisine göre misafirlerden belli biri davetsiz.,,baf_97877,Çoğu güvenlik görevlisi davetsiz olan kişinin herhangi bir misafir olduğunu düşünüyor.,,,,,1
bpk_51641,Leyla çoğu kitabın çalındığından şüpheleniyor.,bqp_75822,Leyla'nın şüphelerine göre kitapların çoğu çalındı.,,bnm_77941,Leyla şüpheleniyor ki bir şey çalındıysa kitaptır.,,,,,0
bsk_31575,Berke çoğu çatalın kaybolduğundan şüpheleniyor.,bcg_84464,Çatalların çoğu kayboldu Berke'nin şüphelerine göre.,,bpp_85773,Berke şüpheleniyor ki bir şey kaybolduysa çataldır.,,,,,0
bkl_30292,Hülya çoğu öğrencinin sınıfta kaldığından şüpheleniyor.,bsb_18688,Öğrencilerin çoğu sınıfta kaldı Hülya'nın şüphelerine göre.,,bvy_23924,Hülya şüpheleniyor ki biri sınıfta kaldıysa öğrencidir.,,,,,0
bcp_94215,Çoğu tatilcinin uçağını kaçırdığından şüpheleniyor Buse.,brf_58028,Tatilcilerin çoğu uçağını kaçırdı şüphesinde Buse.,,bot_77275,Buse şüpheleniyor ki birileri uçağı kaçırdıysa tatilcidir.,,,,,0
bts_95916,Çoğu işin yapılmadığından şüpheleniyor Ayla.,bkt_47783,İşlerin çoğunun yapılmadığından şüpheleniyor Ayla.,,bep_16862,Ayla şüpheleniyor ki uçak kaçırıldıysa herhangi tatilciler tarafındandır.,,,,,0
ben_14226,Çoğu katılımcının imza atmadığından şüpheleniyor Organizatör.,bji_40372,Katılımcıların çoğunun imza atmadığından şüpheleniyor organizatör.,,bbv_14345,Organizatör birileri imza atmadıysa katılımcıdır diye şüpheleniyor.,,,,,0
bgy_92375,bir öğretmen her öğrencinin kopya çektiğinden şüpheleniyor.,bkk_24589,Her öğrencinin kopya çektiğinden şüphelenen kişi bir öğretmen.,,bww_10336,Her öğrencinin kopya çektiğinden şüphelenen herhangi bir öğretmendir.,,,,,0
bbt_45376,her öğretmen bir öğrencinin kopya çektiğinden şüpheleniyor.,bas_84702,Her öğretmenin kopya çektiğini düşündüğü şahıs bir öğrenci.,,bwb_91704,Her öğretmenin kopya çektiğinden şüphelendiği herhangi bir öğrencidir.,,,,,1
bme_49648,bir polis memuru sorgu odasındaki her adamın hırsız olduğundan şüpheleniyor.,bkp_93166,Sorgu odasındaki her adamın hırsız olduğundan şüphelenen kişinin mesleği polis memurluğu.,,bxt_92274,Herhangi bir polis memuru sorgu odasındaki her adamın hırsız olduğundan şüpheleniyor.,,,,,0
bbv_35716,her polis memuru sorgu odasındaki bir adamın hırsız olduğundan şüpheleniyor.,bkj_66330,Her polis memuru aynı şüpheyi paylaşıyor: Hırsız sorgu odasındaki adam.,,bkk_57850,-,,,,,0
bdw_50228,bir öğrenci her sınavdan kaldığından şüpheleniyor.,bci_25242,"Her sınavdan kaldığından şüphelenen, belli bir öğrencidir.",,bwq_91955,Her sınavdan kaldığından şüphelenen herhangi bir öğrenci var.,,,,,0
bgk_70869,her öğrenci bir sınavdan kaldığından şüpheleniyor.,bfn_31907,Bir sınav var ki her öğrenci ondan kaldığından şüpheleniyor.,,brv_99140,Her öğrencinin kaldığından şüphelendiği herhangi bir sınav var.,,,,,1
bbu_67393,bir kütüphane görevlisi her ziyaretçinin kitap çaldığından şüpheleniyor.,bad_58399,Her ziyaretçinin kitap çaldığından şüphelenen belli bir kütüphane görevlisi var.,,bkc_40414,Her ziyaretçinin bir kitap çaldığından şüphelenen rastgele bir kütüphane görevlisi var.,,,,,0
boj_68737,her kütüphane görevlisi bir ziyaretçinin kitap çaldığından şüpheleniyor.,bem_46860,Her kütüphane görevlisinin ortak şüphesine göre kitap çalan kişi bir ziyaretçi.,,bnq_75770,Her kütüphane görevlisi herhangi bir ziyaretçinin kitap çaldığından şüpheleniyor.,,,,,1
blw_12993,bir güvenlik görevlisi her ziyaretçinin sahte kimlik gösterdiğini düşünüyor.,bzk_94450,Her ziyaretçinin sahte kimlik gösterini düşünen kişinin mesleği güvelik görevlisi.,,bbk_66422,Her ziyaretçinin sahte kimlik gösterdiğini düşünüyor herhangi bir güvenlik görevlisi.,,,,,0
bah_43824,Her güvenlik görevlisi bir ziyaretçinin sahte kimlik gösterdiğini düşünüyor.,bfx_34863,Her güvenlik görevlisinin ortak kanısına göre belli bir ziyaretçi var sahte kimlik gösteren. ,,bcw_64090,Her güvenlik görevlisinin kanısına göre herhangi bir ziyaretçi sahte kimlik gösterdi.,,,,,1
bri_84751,bir öğrenci her öğretmeni aradı.,blh_14455,Her öğretmeni arayan bir öğrenci var.,,biz_50438,Her öğretmen öğrenci tarafından arandı.,,,,,1
bwx_48451,bir sekreter her adayı aradı.,bqf_36207,Her adayı arayanın görevi sekreterlik.,,bhj_96671,Her aday sekreter tarafından arandı.,,,,,1
bis_49637,bir boyacı her odayı boyadı.,blf_57401,Her odayı boyayanın mesleği boyacılık.,,bdk_52927,Her oda boyacı tarafından boyandı.,,,,,1
bga_59360,bir bahçıvan her ağacı budadı.,bbt_44210,Her ağacı aynı bir bahçıvan budadı.,,bpm_68129,Her ağaç bahçıvan tarafından budandı.,,,,,1
bpu_40534,bir makasla her kumaşı kesti.,byw_76296,Her kumaşı aynı makasla kesti.,,bgz_14848,Her kumaşı ayrı makasla kesti.,,,,,0
bgs_43165,bir çatalla her tatlıyı yedi.,boo_16599,Her tatlıyı aynı çatalla yedi.,,buw_68091,Her tatlıyı başka çatalla yedi.,,,,,0
bav_28167,bir personel her ziyaretçiye eşlik etti.,bhk_66166,Her ziyaretçiye aynı personel eşlik etti.,,bkw_54138,Her ziyaretçiye rastgele bir personel eşlik etti.,,,,,0
bqh_67555,bir film her izleyiciyi etkiledi.,bhu_76106,Her izleyiciyi aynı film etkiledi.,,bxs_52991,Her izleyici başka filmden etkilendi.,,,,,0
bst_98747,bir makaleyi her jüri üyesi beğendi.,bfb_75679,Her jüri üyesi aynı makaleyi beğendi.,,bni_77095,Her jüri üyesi herhangi bir makaleyi beğendi.,,,,,0
bdq_95463,bir okulu her öğrenci temsil etti.,bhh_78415,Her öğrenci aynı okulu temsil etti.,,bkg_57551,Her öğrenci rastgele bir okulu temsil etti.,,,,,0
bdx_28655,her öğrenciyi bir öğretmen aradı.,bgc_16051,Bir öğretmen öğrencilerin tamamını aradı.,,bbc_68240,Her öğrenci rastgele bir öğretmen tarafından arandı.,,,,,1
bbx_73683,her adayla bir çalışan görüştü.,bcf_97082,Bir çalışan adayların tamamıyla görüştü.,,bjs_70328,Adayların tamamı herhangi bir çalışanla görüştü.,,,,,1
bec_95934,her arabayı bir çalışan yıkadı.,bcd_83054,Bir çalışan tüm arabaları yıkadı.,,buv_24676,Tüm arabalar herhangi bir çalışan tarafından yıkandı.,,,,,1
brv_36502,her odayı bir kadın temizledi.,btr_63010,Odaların tamamını bir kadın temizledi.,,bqh_52967,Herhangi bir kadın tüm odaları temizledi.,,,,,0
bpt_13271,her yemeği bir adam yaptı.,bcr_46108,Yemeklerin tümünü bir adam yaptı.,,bix_61558,Herhangi bir adam tüm yemekleri yaptı.,,,,,0
bhs_89955,her kitabı bir öğrenci özetledi.,bcj_77035,Kitapların tümünü bir öğrenci özetledi.,,bqr_61136,Herhangi bir öğrenci tüm kitapları özetledi.,,,,,0
boo_28902,her büyükelçi bir ülkeyi temsil etti.,boz_18806,Büyükelçilerin tümü aynı ülkeyi temsil etti.,,bbx_25813,Her büyükelçi ülke temsil etti.,,,,,1
bpt_19729,her sporcu bir madalya kazandı.,bab_24900,Her sporcu aynı madalyayı kazandı.,,bmf_37134,Her sporcu madalya kazandı.,,,,,1
bbb_57527,her kedi bir aşı oldu.,bpv_37918,Her kedi aynı aşıyı oldu.,,bht_20223,Her kedi aşı oldu.,,,,,1
baf_59217,her yazar bir kitap yazdı.,bzq_55297,Her yazar tarafından yazılan şey aynı kitap.,,bxn_84992,Her yazar kitap yazdı.,,,,,1
bkj_23331,Milletvekillerinin tamamı iyi okullarda okur.,bpy_27436,İyi okullarda okuyanların mesleği milletvekilliği.,,btv_58282,Milletvekili dediğin iyi okullarda okumuş olur.,,,,,1
bfq_96876,"Can, 2040'ta çoğu milletvekilinin emekli olacağını düşünüyor.",bfx_13835,Can'ın inancına göre milletvekillerinin çoğu 2040 yılı geldiğinde emekli olmuş olacak.,,bss_79361,Can 2040'taki milletvekillerinin çoğunun emekli olacağını düşünüyor.,,,,,1
bvk_57575,Büyükelçilerin çoğu Fransız liselerinde okur.,bgb_12602,Büyükelçilerin çoğu Fransız liselerinde okuyor.,,bub_25683,Büyükelçilerin çoğu Fransız liselerinden mezun kişiler.,,,,,1
bhg_33777,"Fatma, 40 sene sonra bölümdeki profesörlerin neredeyse hepsinin emekli olacağına inanıyor.",bkm_55943,"Fatma, bölümdeki profesörlerin neredeyse hepsinin 40 sene sonra emekli olmuş olacağına inanıyor.",,bvi_15852,Fatma 40 sene sonra bölümde çalışan profesörlerin emekli olacağına inanıyor.,,,,,1
bbh_49679,"Filiz, hastahanedeki doktorların 15 sene sonra doktorluk yapmayı bırakacağını düşünüyor.",bem_32589,"Filiz, hastahanedeki doktorların 15 sene sonra doktorluk yapmayı bırakmış olacağını düşünüyor.",,bdr_47820,Filiz 15 sene sonra hastanede doktorluk yapanların işi bırakacağını düşünüyor.,,,,,0
bbv_43698,Büşra bir pandayı görmek istiyor.,btx_70702,Büşra'nın görmek istediği şey bir panda.,,bgt_67916,Büşra herhangi bir panda görmek istiyor.,,,,,0
bkd_23770,Fırıncı bir dilim ekmeği kızartmak istiyor.,bpy_95873,Fırıncının kızartmak istediği şey bir ekmek.,,bkk_67156,Fırıncı ekmek kızartmak istiyor.,,,,,1
boo_80755,Pastacı bir kurabiyeyi çikolatayla kaplamak istiyor.,bsd_33880,Pastacının çikolatayla kaplamak istediği şey bir kurabiye.,,btl_54162,Pastacı herhangi bir kurabiyeyi çikolata ile kaplamak istiyor.,,,,,1
brf_49369,Selin bir kitabı bitirmek istiyor.,bma_16801,Bir kitap Selin'in bitirmek istediği.,,bpa_28160,Selin kitap bitirmek istiyor.,,,,,1
bde_49909,Asude bir köpeği sahiplenmek istiyor.,bfx_19194,Bir köpek Asude'nin sahiplenmek istediği.,,bjb_76127,Asude köpek sahiplenmek istiyor.,,,,,1
bvb_66681,Büşra bir pandayı görmek istiyor.,bfm_18615,Bir panda Büşra'nın görmek istediği.,,bmw_72993,Büşra panda görmek istiyor.,,,,,0
bhg_85778,Ayşe'nin sokaktaki bir kediyi beslediğini sanıyor.,bda_10342,Ayşe'nin beslediğinin sokaktaki bir kedi olduğunu sanıyor.,,bum_76717,Sokakta Ayşe tarafından kedi beslendiğini sanıyor.,,,,,1
bpx_95634,Bu odada birinin sigara içtiğini düşünüyor.,bgi_47486,Bu odada sigara içtiğini düşündüğü bir kişi var.,,bka_12214,Odada sigara içildiğini düşünüyor.,,,,,1
bwt_21065,"Goldilocks, bu evde bir ayının uyuduğunu düşünüyor.",bez_91655,Goldilocks'a göre bu evde uyuyan bir ayı.,,bej_24275,Goldilocks evde ayı uyuyor diye düşünüyor.,,,,,1
bnt_59912,Bir öğrenci tarafından kopya çekildiğine inanıyor.,bhj_40741,Belli bir öğrenci tarafından kopya çekildiğine inanılıyor.,,bek_83208,Herhangi öğrenci tarafından kopya çekildiğine inanıyor.,,,,,1
btu_77649,Gruptan birinin hasta olduğunu düşünüyor.,bcl_58351,Hasta olan kişinin gruptan olduğunu düşünüyor., ,bkr_63264,Grupta hasta olduğunu düşünüyor.,,,,,1
bng_62055,Öğretmen sınıfta birinin kopya çektiğini düşünüyor.,bry_93759,Öğretmen'in düşüncesine göre kopya çeken belli biri var sınıfta. ,,bsf_87903,Öğretmen sınıfta kopya çekildiğini düşünüyor.,,,,,1
bop_36736,"Müdür, departmanda birinin ajan olduğunu düşünüyor.",bkl_98413,Müdürün düşüncesine göre departmanda belli biri ajan.,,bib_47083,Müdür departmanda ajan var diye düşünüyor.,,,,,1
bfs_86952,Polis bu evde bir hırsız yaşadığından şüpheleniyor.,bdb_24090,Polisin bu evde yaşadığından şüphelendiği kişi bir hırsız.,,bal_76662,Polisin şüphelerine göre bu evde hırsız yaşıyor.,,,,,1
bpe_25217,"Ajan, bu evde bir muhbir yaşadığını düşünüyor.",bnk_26903,Ajanın bu evde yaşadığını düşündüğü kişi bir muhbir.,,bso_73048,Ajan bu evde muhabir yaşadığını düşünüyor.,,,,,1
bds_22628,"Büşra, bir öğrencinin çok zeki olduğunu düşünüyor.",bxq_79963,Büşra'nın çok zeki olduğunu düşündüğü kişi bir öğrenci.,,blf_19109,Büşra herhangi birinin çok zeki bir öğrenci olduğunu düşünüyor.,,,,,0
